sale_id,dealership_id,sale_date,model,model_year,car_type,production_cost,sale_price,discount_applied
6739,3,9/18/2024,Q4 e-tron,2022,Electric,45981.06,65687.23,4006.36
6740,8,8/4/2023,e-tron GT,2023,Electric,82036.79,117195.42,0
6741,3,6/26/2023,A4,2023,Gas,31321.54,44745.06,0
6742,5,8/11/2022,Q4 e-tron,2024,Electric,40377.94,57682.77,0
6743,10,1/8/2024,Q5,2024,Gas,53103.97,75862.82,3800.13
6744,7,2/25/2023,TT,2024,Gas,37628.1,53754.43,0
6745,8,8/14/2023,e-tron GT,2024,Electric,83562.56,119375.09,0
6746,7,8/11/2023,Q4 e-tron,2023,Electric,55967.15,79953.07,0
6747,10,10/20/2022,Q4 e-tron,2024,Electric,63099.63,90142.33,0
6748,7,3/27/2022,e-tron GT,2024,Electric,102525.11,146464.44,0
6749,3,10/15/2023,e-tron GT,2024,Electric,92172.16,131674.51,0
6750,2,5/9/2024,TT,2024,Gas,37380.54,53400.77,0
6751,9,12/16/2024,Q8,2023,Hybrid,59213.08,84590.12,0
6752,7,1/20/2023,Q6 e-tron,2023,Electric,57790.96,82558.51,0
6753,10,12/29/2022,TT,2023,Gas,65009.62,92870.89,0
6754,4,10/6/2024,RS5,2022,Gas,55636.52,79480.75,0
6755,1,11/1/2024,Q6 e-tron,2023,Electric,81858.05,116940.07,0
6756,2,11/5/2023,TT,2024,Gas,43760.12,62514.46,0
6757,10,8/11/2023,A3,2022,Gas,25614.64,36592.35,0
6758,1,9/22/2022,Q4 e-tron,2024,Electric,40850.36,58357.66,0
6759,8,4/23/2023,RS5,2022,Gas,57450.29,82071.84,0
6760,10,2/2/2024,RS5,2024,Gas,65211.68,93159.55,0
6761,9,4/15/2023,Q5,2023,Gas,58154.63,83078.05,0
6762,1,2/4/2023,TT,2024,Gas,37524.33,53606.18,0
6763,7,1/7/2024,TT,2023,Gas,60924.33,87034.76,0
6764,5,2/24/2023,Q7,2022,Gas,64831.93,92617.05,0
6765,8,10/10/2023,Q7,2022,Gas,62870.98,89815.68,0
6766,8,12/13/2022,A3,2023,Gas,32380.22,46257.46,0
6767,3,4/26/2022,RS5,2023,Gas,81226.26,116037.52,0
6768,1,4/24/2024,RS5,2024,Gas,59197.44,84567.77,0
6769,6,1/15/2022,Q8,2023,Hybrid,64301.39,91859.13,0
6770,4,11/23/2022,RS5,2023,Gas,58375.67,83393.82,0
6771,1,6/23/2022,Q8,2024,Hybrid,51909.18,74155.97,0
6772,1,1/14/2024,RS5,2022,Gas,57807.1,82581.57,0
6773,6,7/31/2022,TT,2024,Gas,63949.43,91356.33,0
6774,8,10/19/2023,Q7,2024,Gas,68595.02,97992.88,0
6775,7,10/7/2023,RS5,2023,Gas,72829.91,104042.73,0
6776,1,1/22/2024,A4,2022,Gas,32171.5,45959.29,0
6777,1,7/19/2023,Q4 e-tron,2022,Electric,52462.85,74946.93,0
6778,6,9/11/2023,Q4 e-tron,2023,Electric,42479.68,60685.26,0
6779,5,12/29/2024,A4,2022,Gas,29882.39,42689.13,0
6780,4,12/10/2022,TT,2023,Gas,50710.36,72443.37,0
6781,4,4/23/2023,Q7,2024,Gas,50117.29,71596.13,0
6782,10,9/15/2022,Q4 e-tron,2022,Electric,49424.05,70605.78,0
6783,9,9/4/2023,Q5,2023,Gas,42467.94,60668.49,0
6784,3,1/9/2024,e-tron GT,2023,Electric,94782.36,135403.37,0
6785,7,6/3/2024,TT,2024,Gas,38395.92,54851.32,0
6786,9,7/6/2024,A4,2022,Gas,29680.51,42400.73,0
6787,9,4/1/2023,e-tron GT,2022,Electric,86906.36,124151.94,0
6788,1,8/8/2024,Q8,2023,Hybrid,65570.67,93672.38,0
6789,10,4/13/2024,TT,2024,Gas,37724.98,53892.83,0
6790,9,6/3/2024,TT,2023,Gas,37665.14,53807.34,0
6791,6,12/21/2023,RS5,2024,Gas,61875.93,88394.18,0
6792,9,3/21/2024,A4,2024,Gas,46843.31,66919.01,0
6793,9,7/6/2022,TT,2024,Gas,52979.27,75684.67,0
6794,1,1/9/2022,TT,2022,Gas,47829.28,68327.55,0
6795,1,11/8/2024,TT,2022,Gas,62727.15,89610.22,0
6796,10,3/6/2023,e-tron GT,2022,Electric,99903.66,142719.51,0
6797,4,3/17/2022,Q6 e-tron,2024,Electric,63905.13,91293.04,0
6798,2,11/13/2022,e-tron GT,2023,Electric,82976.21,118537.44,0
6799,5,10/27/2024,Q5,2024,Gas,48015.07,68592.96,0
6800,4,6/23/2022,Q5,2024,Gas,53058.96,75798.51,0
6801,4,6/7/2023,Q5,2023,Gas,35157.72,50225.32,0
6802,1,9/15/2023,A3,2023,Gas,36704.17,52434.53,0
6803,3,3/15/2024,Q4 e-tron,2024,Electric,42803.93,61148.47,0
6804,7,4/19/2022,e-tron GT,2023,Electric,86033.57,122905.1,0
6805,8,8/20/2024,e-tron GT,2023,Electric,93760.65,133943.78,0
6806,9,3/7/2024,A3,2023,Gas,32806.34,46866.2,0
6807,2,7/31/2023,Q5,2023,Gas,53762.89,76804.13,0
6808,6,7/28/2022,RS5,2024,Gas,81090.72,115843.89,0
6809,8,6/19/2023,Q7,2024,Gas,61348.47,87640.67,0
6810,5,9/29/2022,A4,2022,Gas,39012.78,55732.54,0
6811,5,2/21/2024,TT,2022,Gas,38093.14,54418.77,0
6812,6,10/30/2022,e-tron GT,2022,Electric,98750.13,141071.62,0
6813,9,4/18/2024,e-tron GT,2022,Electric,83320.43,119029.18,0
6814,6,6/15/2022,A3,2022,Gas,38983.59,55690.85,0
6815,1,6/8/2022,TT,2024,Gas,39713.43,56733.47,0
6816,3,8/30/2022,e-tron GT,2022,Electric,76015.06,108592.94,0
6817,2,3/3/2024,Q7,2024,Gas,64979.28,92827.54,0
6818,3,3/6/2024,Q5,2024,Gas,37667.17,53810.25,0
6819,1,12/12/2023,RS5,2022,Gas,71542.76,102203.94,0
6820,10,10/18/2023,RS5,2023,Gas,64667.98,92382.83,0
6821,5,11/29/2022,A3,2022,Gas,27410.09,39157.27,0
6822,8,4/2/2022,Q7,2024,Gas,51331.52,73330.74,0
6823,1,4/2/2022,e-tron GT,2023,Electric,95562.82,136518.32,0
6824,8,3/28/2023,Q6 e-tron,2024,Electric,75452.96,107789.94,0
6825,10,7/9/2024,A3,2022,Gas,38819.09,55455.85,0
6826,4,4/14/2022,A4,2023,Gas,43508.15,62154.5,1846.7
6827,2,7/14/2023,e-tron GT,2024,Electric,77238.11,110340.16,0
6828,5,11/4/2022,TT,2023,Gas,46721.66,66745.23,0
6829,6,9/4/2024,Q8,2022,Hybrid,68685.88,98122.68,0
6830,1,5/4/2024,Q4 e-tron,2023,Electric,58425.33,83464.76,0
6831,1,4/27/2022,Q8,2024,Hybrid,73442.8,104918.29,0
6832,7,12/11/2022,Q7,2024,Gas,46370.22,66243.17,0
6833,2,9/8/2024,TT,2022,Gas,41394.99,59135.7,0
6834,8,6/16/2024,A3,2024,Gas,39621.06,56601.51,0
6835,8,1/30/2024,e-tron GT,2023,Electric,80270.31,114671.87,0
6836,9,11/22/2024,Q5,2022,Gas,43639.87,62342.67,0
6837,4,11/30/2022,Q8 e-tron,2022,Electric,65335.47,93336.38,0
6838,6,3/2/2024,Q7,2022,Gas,65911.41,94159.16,0
6839,10,7/30/2023,Q7,2023,Gas,56364.83,80521.19,0
6840,7,11/26/2024,Q5,2023,Gas,55715.42,79593.46,0
6841,6,5/19/2023,Q5,2022,Gas,58248.29,83211.84,0
6842,4,2/17/2023,e-tron GT,2024,Electric,96503.42,137862.03,0
6843,5,12/23/2022,A4,2024,Gas,55323.22,79033.17,0
6844,4,10/13/2024,Q5,2023,Gas,44134.45,63049.21,0
6845,9,3/26/2023,Q8,2023,Hybrid,55673.4,79533.43,0
6846,7,11/16/2024,TT,2022,Gas,38237.72,54625.31,0
6847,10,9/27/2024,Q4 e-tron,2024,Electric,53914.92,77021.32,0
6848,2,5/6/2023,Q4 e-tron,2023,Electric,41305.28,59007.54,0
6849,2,7/25/2022,TT,2024,Gas,46059.37,65799.1,0
6850,3,5/18/2024,e-tron GT,2023,Electric,99967.29,142810.42,0
6851,6,4/21/2023,e-tron GT,2022,Electric,92001.46,131430.66,0
6852,2,7/30/2022,Q4 e-tron,2023,Electric,60993.57,87133.67,0
6853,10,1/8/2024,A3,2022,Gas,44026.93,62895.61,0
6854,8,6/1/2023,Q8 e-tron,2023,Electric,56549.89,80785.55,1319.97
6855,4,5/3/2024,Q4 e-tron,2023,Electric,38123.95,54462.79,0
6856,5,9/24/2024,RS5,2023,Gas,58016.71,82881.02,0
6857,7,4/21/2024,Q5,2022,Gas,37876.31,54109.02,0
6858,10,10/11/2023,Q4 e-tron,2023,Electric,41890.02,59842.89,0
6859,5,6/6/2022,TT,2022,Gas,45862.63,65518.04,1548.36
6860,2,3/13/2023,e-tron GT,2024,Electric,92945.47,132779.24,0
6861,8,1/27/2022,A4,2024,Gas,38678.39,55254.84,0
6862,8,2/2/2022,Q4 e-tron,2024,Electric,46131.65,65902.36,0
6863,3,4/19/2023,A3,2023,Gas,26768.78,38241.12,0
6864,10,10/2/2024,Q7,2023,Gas,56200.05,80285.79,0
6865,9,7/23/2024,A4,2023,Gas,52121.7,74459.57,0
6866,2,3/24/2023,RS5,2023,Gas,82553.11,117933.02,0
6867,2,3/28/2024,TT,2023,Gas,60265.25,86093.22,0
6868,5,9/10/2023,Q6 e-tron,2022,Electric,70248.16,100354.51,0
6869,6,4/17/2022,Q4 e-tron,2022,Electric,40519.97,57885.67,0
6870,8,12/18/2024,RS5,2024,Gas,72204.31,103149.02,0
6871,7,5/24/2022,Q4 e-tron,2024,Electric,50116.7,71595.28,0
6872,1,6/19/2023,Q5,2022,Gas,56001.74,80002.49,0
6873,1,4/3/2023,TT,2022,Gas,59969.74,85671.06,0
6874,2,12/27/2024,Q7,2022,Gas,50249.84,71785.49,0
6875,10,5/6/2022,A3,2022,Gas,38373.46,54819.23,0
6876,9,5/21/2024,e-tron GT,2023,Electric,96555.52,137936.46,0
6877,3,6/5/2023,Q8 e-tron,2023,Electric,73771.03,105387.19,0
6878,1,11/7/2024,Q8 e-tron,2024,Electric,78257,111795.71,0
6879,4,7/12/2023,A4,2022,Gas,31407.54,44867.91,0
6880,3,1/4/2024,e-tron GT,2022,Electric,75917.6,108453.72,0
6881,2,5/12/2024,Q8,2022,Hybrid,58402.75,83432.5,0
6882,10,6/29/2023,Q5,2024,Gas,56696.29,80994.7,0
6883,3,4/25/2022,RS5,2022,Gas,75781.43,108259.18,0
6884,3,11/12/2022,Q8 e-tron,2024,Electric,59579.17,85113.1,4734.35
6885,3,9/27/2023,RS5,2022,Gas,68459.7,97799.57,0
6886,3,9/3/2022,Q5,2022,Gas,42601.47,60859.24,0
6887,10,6/20/2024,Q7,2023,Gas,56842.83,81204.05,0
6888,7,7/23/2023,Q4 e-tron,2022,Electric,45047.01,64352.87,0
6889,6,4/2/2022,RS5,2022,Gas,77653.19,110933.13,0
6890,5,6/23/2023,Q4 e-tron,2024,Electric,53965.9,77094.14,4892.91
6891,1,8/19/2023,A4,2022,Gas,49660.26,70943.23,0
6892,10,1/15/2023,Q7,2024,Gas,53354.57,76220.82,0
6893,9,4/3/2022,A4,2023,Gas,56060.43,80086.33,0
6894,9,8/21/2023,Q5,2023,Gas,46830.62,66900.89,0
6895,3,3/21/2023,Q4 e-tron,2022,Electric,37968.75,54241.07,0
6896,8,12/23/2022,Q5,2024,Gas,39109.29,55870.42,0
6897,9,10/15/2024,Q5,2023,Gas,42207.07,60295.82,0
6898,1,3/29/2024,e-tron GT,2022,Electric,80506.5,115009.29,0
6899,5,4/25/2024,A4,2024,Gas,49199.07,70284.39,0
6900,1,1/6/2023,Q4 e-tron,2022,Electric,43834.78,62621.12,0
6901,9,9/12/2024,TT,2022,Gas,55015.49,78593.56,0
6902,3,6/16/2023,Q8,2024,Hybrid,53777.11,76824.45,0
6903,7,5/28/2022,Q8,2022,Hybrid,75584.66,107978.09,0
6904,1,2/19/2023,Q4 e-tron,2022,Electric,56623.43,80890.61,1041.32
6905,6,8/15/2024,Q4 e-tron,2024,Electric,39813.71,56876.73,0
6906,9,8/18/2023,Q8,2022,Hybrid,74044.95,105778.5,0
6907,8,7/31/2022,Q8,2024,Hybrid,65335.28,93336.11,0
6908,9,9/20/2022,Q5,2022,Gas,54913.5,78447.86,0
6909,1,12/24/2024,Q7,2024,Gas,64083.16,91547.37,0
6910,9,6/12/2023,TT,2023,Gas,37571.51,53673.59,0
6911,3,11/21/2024,Q5,2024,Gas,56725.05,81035.79,2976.87
6912,10,1/30/2022,RS5,2022,Gas,73527.84,105039.77,0
6913,8,10/20/2024,TT,2023,Gas,61452.24,87788.91,0
6914,10,12/29/2023,Q4 e-tron,2024,Electric,56454.8,80649.71,0
6915,3,7/11/2022,A4,2023,Gas,39764.75,56806.78,0
6916,1,4/30/2022,Q4 e-tron,2022,Electric,53048.2,75783.14,0
6917,1,3/12/2023,Q6 e-tron,2022,Electric,77852.57,111217.96,0
6918,4,8/22/2022,A4,2022,Gas,42748.01,61068.59,0
6919,3,2/9/2022,Q6 e-tron,2022,Electric,58165.57,83093.67,0
6920,1,4/10/2022,RS5,2023,Gas,70041.03,100058.61,0
6921,1,7/28/2023,A3,2024,Gas,36888.22,52697.46,0
6922,8,4/9/2024,Q7,2022,Gas,54255.88,77508.4,0
6923,5,9/15/2024,RS5,2023,Gas,59585.69,85122.41,0
6924,7,5/19/2024,A4,2024,Gas,43380.04,61971.49,0
6925,8,9/24/2024,Q5,2024,Gas,56585.96,80837.08,0
6926,2,4/28/2023,Q5,2023,Gas,34945.79,49922.56,0
6927,2,5/16/2022,Q8,2023,Hybrid,72979.18,104255.97,0
6928,1,2/4/2023,Q7,2022,Gas,42825.58,61179.4,0
6929,1,7/6/2023,Q6 e-tron,2023,Electric,61568.51,87955.01,0
6930,2,5/24/2024,Q7,2024,Gas,45694.06,65277.23,0
6931,8,2/12/2023,Q8,2022,Hybrid,75825.98,108322.83,0
6932,6,11/15/2022,Q7,2023,Gas,62467.22,89238.89,0
6933,4,11/3/2024,RS5,2022,Gas,77606.19,110865.99,0
6934,8,9/23/2024,Q7,2024,Gas,60058.52,85797.88,0
6935,5,4/16/2023,Q5,2024,Gas,51915.18,74164.54,0
6936,7,7/15/2023,Q8,2023,Hybrid,58251.65,83216.64,0
6937,2,4/22/2023,TT,2024,Gas,48657.13,69510.18,0
6938,7,9/11/2023,A4,2022,Gas,46013.91,65734.16,0
6939,9,10/12/2023,Q4 e-tron,2024,Electric,45468.68,64955.26,2990.85
6940,8,9/16/2022,TT,2022,Gas,38365.21,54807.44,0
6941,6,6/19/2022,RS5,2023,Gas,69092.57,98703.67,0
6942,2,4/16/2024,Q7,2022,Gas,42780.48,61114.97,0
6943,5,2/28/2022,Q8,2023,Hybrid,55428.9,79184.14,0
6944,10,8/6/2022,A4,2023,Gas,44074.86,62964.08,0
6945,1,11/18/2023,Q8,2024,Hybrid,65211.02,93158.6,0
6946,2,8/22/2023,e-tron GT,2023,Electric,97036.27,138623.24,0
6947,4,9/4/2023,A3,2022,Gas,47410.44,67729.2,0
6948,2,12/6/2024,e-tron GT,2024,Electric,101525.89,145036.98,0
6949,9,10/9/2024,Q8,2022,Hybrid,75909.32,108441.89,0
6950,2,4/28/2022,Q7,2024,Gas,42972.87,61389.82,0
6951,5,5/7/2022,Q7,2023,Gas,60493.96,86419.95,0
6952,8,10/27/2022,A3,2023,Gas,50964.05,72805.78,0
6953,1,9/8/2024,e-tron GT,2023,Electric,96864.23,138377.47,0
6954,1,2/28/2023,Q8,2022,Hybrid,57034.35,81477.64,0
6955,4,1/31/2023,Q4 e-tron,2024,Electric,47936.92,68481.31,0
6956,6,8/13/2023,RS5,2023,Gas,70546.25,100780.36,0
6957,3,8/24/2022,Q8,2024,Hybrid,58282.62,83260.89,0
6958,4,3/29/2022,Q5,2023,Gas,39400.75,56286.79,0
6959,5,11/2/2023,Q8,2024,Hybrid,77264.42,110377.74,0
6960,3,10/10/2024,A3,2022,Gas,27999.83,39999.76,0
6961,10,9/12/2023,Q5,2024,Gas,53337.81,76196.87,0
6962,9,9/22/2022,A4,2023,Gas,42483.85,60691.22,0
6963,6,5/6/2024,Q8,2023,Hybrid,70510.97,100729.96,0
6964,3,8/14/2024,Q7,2023,Gas,57963.83,82805.47,0
6965,10,12/12/2024,A4,2024,Gas,35704.65,51006.65,0
6966,5,10/15/2023,Q8,2023,Hybrid,78301.02,111858.6,0
6967,2,5/27/2024,Q8,2023,Hybrid,57714.29,82448.98,0
6968,6,5/10/2024,RS5,2022,Gas,80453.33,114933.33,0
6969,8,10/20/2024,A4,2024,Gas,31833.51,45476.44,0
6970,2,4/4/2022,Q4 e-tron,2022,Electric,37403.88,53434.12,0
6971,4,4/14/2024,Q5,2023,Gas,47134.07,67334.38,0
6972,8,7/26/2023,e-tron GT,2022,Electric,80639.1,115198.71,0
6973,5,2/28/2022,A4,2022,Gas,32724.1,46748.71,0
6974,7,11/16/2023,A4,2023,Gas,47535.2,67907.43,0
6975,1,9/9/2023,Q5,2022,Gas,59396.04,84851.49,0
6976,9,10/19/2022,RS5,2023,Gas,55785.62,79693.74,0
6977,1,1/22/2023,e-tron GT,2022,Electric,86089.88,122985.55,0
6978,3,6/17/2022,RS5,2022,Gas,78185.02,111692.89,0
6979,6,9/9/2023,TT,2023,Gas,54325.93,77608.47,4148.89
6980,10,1/28/2022,Q6 e-tron,2023,Electric,79166.99,113095.7,0
6981,9,7/2/2023,Q7,2024,Gas,62142.19,88774.56,0
6982,4,3/17/2023,RS5,2023,Gas,56254.81,80364.01,2304.55
6983,2,3/12/2022,Q4 e-tron,2024,Electric,52781.69,75402.42,0
6984,6,3/19/2022,RS5,2024,Gas,81545.69,116493.85,0
6985,5,12/24/2024,RS5,2023,Gas,75412.53,107732.19,0
6986,1,11/14/2024,A3,2024,Gas,39327.95,56182.79,0
6987,9,12/5/2024,A3,2023,Gas,35825.29,51178.99,0
6988,2,3/20/2024,A3,2022,Gas,41808.2,59726,0
6989,3,10/9/2023,e-tron GT,2024,Electric,78582.66,112260.95,0
6990,4,6/23/2023,e-tron GT,2023,Electric,82612.95,118018.5,4212.54
6991,8,7/24/2022,Q5,2022,Gas,50152.93,71647.05,0
6992,6,3/15/2022,RS5,2023,Gas,55075.15,78678.78,0
6993,6,12/30/2024,Q7,2022,Gas,65730.06,93900.09,0
6994,10,10/29/2023,Q8,2024,Hybrid,73695.22,105278.88,0
6995,9,10/20/2023,Q5,2024,Gas,55176.95,78824.21,0
6996,10,5/26/2023,A4,2024,Gas,44368.14,63383.05,0
6997,2,7/23/2024,Q5,2022,Gas,31655.94,45222.77,0
6998,3,8/28/2023,Q4 e-tron,2023,Electric,51464.98,73521.4,0
6999,6,3/14/2022,RS5,2024,Gas,78734.99,112478.56,0
7000,5,10/1/2022,Q5,2022,Gas,31514.2,45020.28,3864.09
7001,7,10/12/2022,e-tron GT,2022,Electric,78063.41,111519.16,0
7002,8,8/18/2023,Q5,2024,Gas,35151.51,50216.45,0
7003,8,12/2/2024,e-tron GT,2024,Electric,79098.61,112998.02,0
7004,2,4/8/2024,Q7,2023,Gas,57900.64,82715.2,0
7005,5,4/5/2022,Q8,2024,Hybrid,64805.54,92579.35,0
7006,10,5/11/2024,A4,2024,Gas,48347.47,69067.82,0
7007,2,11/28/2023,Q4 e-tron,2024,Electric,52748.8,75355.43,0
7008,7,7/14/2023,Q8,2022,Hybrid,70604.55,100863.65,0
7009,3,3/7/2024,A3,2024,Gas,39347.52,56210.75,0
7010,2,12/11/2022,Q8,2023,Hybrid,64415.99,92022.84,0
7011,1,6/20/2023,Q7,2022,Gas,69877.84,99825.49,0
7012,5,8/3/2022,A4,2024,Gas,52646.56,75209.37,0
7013,5,12/5/2022,Q4 e-tron,2024,Electric,61528.54,87897.92,0
7014,6,7/28/2022,A3,2024,Gas,39066.49,55809.27,0
7015,7,1/19/2022,Q5,2023,Gas,51422.49,73460.7,0
7016,7,4/3/2023,Q5,2022,Gas,39282.52,56117.88,0
7017,3,11/22/2023,Q4 e-tron,2024,Electric,45834.87,65478.39,0
7018,3,6/10/2022,Q4 e-tron,2024,Electric,36894.46,52706.37,0
7019,9,11/2/2024,A4,2022,Gas,54035.35,77193.36,0
7020,5,10/10/2024,Q4 e-tron,2022,Electric,46099.98,65857.12,0
7021,8,12/5/2023,Q5,2023,Gas,38121.36,54459.09,0
7022,2,5/15/2024,Q4 e-tron,2023,Electric,47802.64,68289.49,0
7023,3,9/26/2022,RS5,2023,Gas,66827,95467.14,0
7024,10,7/19/2024,RS5,2022,Gas,66897.48,95567.83,3122.73
7025,1,11/30/2022,RS5,2023,Gas,57215.27,81736.1,0
7026,6,9/21/2022,e-tron GT,2024,Electric,98490.22,140700.32,0
7027,7,8/31/2023,Q6 e-tron,2024,Electric,64298.53,91855.05,0
7028,3,7/4/2022,Q5,2024,Gas,35007.2,50010.29,0
7029,4,5/30/2022,Q8,2022,Hybrid,76334.22,109048.89,0
7030,10,5/21/2022,Q5,2023,Gas,51749.6,73928,0
7031,2,2/14/2024,Q4 e-tron,2022,Electric,55962.2,79946,0
7032,6,7/26/2023,RS5,2022,Gas,59598.12,85140.17,0
7033,8,11/23/2022,e-tron GT,2022,Electric,89458,127797.14,0
7034,6,1/26/2022,TT,2024,Gas,51823.83,74034.05,0
7035,5,2/15/2024,Q4 e-tron,2022,Electric,40734.76,58192.51,0
7036,9,1/30/2024,Q8,2022,Hybrid,68319.96,97599.94,0
7037,3,9/8/2024,RS5,2022,Gas,75968.17,108525.96,0
7038,9,2/16/2023,Q7,2023,Gas,63569.42,90813.46,0
7039,10,5/8/2022,Q5,2024,Gas,43905.73,62722.47,0
7040,4,2/11/2024,A3,2024,Gas,43782.86,62546.94,0
7041,9,11/14/2022,A4,2023,Gas,38325,54750,0
7042,5,6/7/2022,TT,2022,Gas,40004.17,57148.82,0
7043,8,11/23/2022,Q8,2024,Hybrid,56498.48,80712.12,0
7044,7,8/30/2022,RS5,2024,Gas,61009.5,87156.43,0
7045,10,9/7/2024,Q8,2022,Hybrid,70161.69,100230.99,0
7046,7,6/29/2022,TT,2023,Gas,41239.74,58913.91,0
7047,4,3/1/2023,Q4 e-tron,2022,Electric,51655.65,73793.79,0
7048,5,4/28/2022,A3,2022,Gas,37787.8,53982.57,0
7049,3,8/17/2022,A4,2022,Gas,34342.62,49060.88,0
7050,10,11/16/2024,A4,2023,Gas,52609.03,75155.76,0
7051,6,11/9/2024,A3,2023,Gas,33561.94,47945.63,0
7052,7,3/12/2024,e-tron GT,2024,Electric,102374.74,146249.63,0
7053,5,1/8/2022,Q7,2023,Gas,58936.93,84195.62,0
7054,7,7/8/2024,Q6 e-tron,2024,Electric,67717.3,96739,2493.96
7055,4,2/7/2024,Q7,2023,Gas,48324.04,69034.35,1155.41
7056,8,12/11/2023,A3,2023,Gas,32260.84,46086.91,0
7057,7,2/10/2022,Q6 e-tron,2024,Electric,74174.56,105963.66,0
7058,4,8/27/2022,A3,2023,Gas,26441.72,37773.88,0
7059,7,7/11/2024,Q4 e-tron,2023,Electric,44600.96,63715.66,0
7060,3,3/29/2022,e-tron GT,2024,Electric,92067.58,131525.11,0
7061,10,6/30/2024,A4,2023,Gas,49064.31,70091.87,0
7062,3,9/23/2023,Q4 e-tron,2024,Electric,50887.01,72695.73,0
7063,3,3/20/2023,Q8,2022,Hybrid,56675.05,80964.36,0
7064,6,9/24/2022,RS5,2024,Gas,78440.16,112057.37,0
7065,10,3/29/2022,Q4 e-tron,2023,Electric,49074.1,70105.86,0
7066,2,11/11/2023,Q4 e-tron,2022,Electric,40863.14,58375.92,0
7067,9,5/12/2022,A4,2024,Gas,40622.7,58032.43,4093.63
7068,5,12/30/2024,Q8,2022,Hybrid,51896.69,74138.13,0
7069,10,2/19/2022,A3,2024,Gas,49271.19,70387.42,0
7070,4,6/16/2024,Q4 e-tron,2023,Electric,45471.26,64958.94,0
7071,9,1/6/2023,Q7,2024,Gas,46109.9,65871.29,0
7072,5,7/21/2024,e-tron GT,2022,Electric,76252.06,108931.52,0
7073,4,3/31/2024,e-tron GT,2022,Electric,91632.83,130904.04,0
7074,1,11/10/2023,Q8,2023,Hybrid,68929.78,98471.12,0
7075,6,9/17/2022,TT,2024,Gas,63080.04,90114.34,1132.12
7076,3,1/21/2024,Q8 e-tron,2023,Electric,71759.68,102513.83,0
7077,1,2/2/2024,TT,2024,Gas,52749.43,75356.33,0
7078,6,10/21/2024,RS5,2023,Gas,82020.06,117171.52,0
7079,10,2/7/2022,Q5,2022,Gas,56395.82,80565.46,0
7080,3,2/12/2023,Q7,2022,Gas,48854.07,69791.53,0
7081,5,10/1/2023,TT,2022,Gas,45155.11,64507.3,2247.59
7082,7,1/4/2023,A3,2023,Gas,26142.16,37345.95,0
7083,5,11/17/2024,A4,2022,Gas,33718.7,48169.57,0
7084,8,1/14/2023,Q5,2023,Gas,44282.05,63260.07,0
7085,7,2/21/2022,TT,2022,Gas,63950.77,91358.24,0
7086,2,10/19/2023,Q4 e-tron,2023,Electric,42774.61,61106.59,0
7087,2,7/30/2023,Q5,2024,Gas,49779.37,71113.39,0
7088,9,11/27/2023,A4,2024,Gas,47861.65,68373.78,0
7089,7,11/11/2024,e-tron GT,2024,Electric,80335.77,114765.38,0
7090,4,7/17/2024,Q8,2024,Hybrid,51159.89,73085.55,0
7091,6,9/6/2023,Q4 e-tron,2023,Electric,59640.55,85200.78,0
7092,4,8/1/2023,A3,2022,Gas,26043.75,37205.36,0
7093,4,4/1/2024,TT,2024,Gas,44965.89,64236.98,0
7094,4,8/3/2022,RS5,2023,Gas,63247.76,90353.94,0
7095,9,1/15/2023,Q7,2024,Gas,65984.95,94264.22,0
7096,6,6/27/2024,TT,2024,Gas,62569.41,89384.87,0
7097,9,5/18/2022,Q8,2023,Hybrid,77568.32,110811.89,0
7098,9,7/16/2024,Q8,2024,Hybrid,55344.92,79064.17,0
7099,9,6/16/2022,Q5,2024,Gas,36649.83,52356.9,0
7100,2,1/3/2022,Q4 e-tron,2023,Electric,61603.73,88005.33,0
7101,8,7/9/2023,A3,2024,Gas,45183.61,64548.02,0
7102,9,7/6/2022,Q5,2022,Gas,45736.73,65338.18,0
7103,6,8/21/2024,Q4 e-tron,2023,Electric,49577.07,70824.38,0
7104,10,12/12/2022,Q8,2023,Hybrid,70664.66,100949.51,0
7105,9,3/31/2024,RS5,2023,Gas,73362.84,104804.06,0
7106,3,2/21/2023,TT,2024,Gas,52002.68,74289.54,0
7107,1,7/27/2024,Q4 e-tron,2024,Electric,44734.45,63906.36,0
7108,5,5/25/2023,RS5,2023,Gas,59747.44,85353.49,0
7109,6,6/15/2024,A3,2024,Gas,39672.16,56674.52,4022.43
7110,7,8/1/2024,Q8,2022,Hybrid,73050.68,104358.11,1324.18
7111,9,6/5/2024,A4,2024,Gas,31507.27,45010.38,0
7112,9,10/15/2024,A4,2022,Gas,43466.69,62095.27,0
7113,10,2/24/2022,RS5,2022,Gas,59642.03,85202.9,0
7114,4,8/10/2023,Q7,2023,Gas,55494.43,79277.76,0
7115,10,2/1/2024,TT,2022,Gas,43884.39,62691.98,0
7116,3,7/12/2022,TT,2022,Gas,44466.58,63523.69,0
7117,10,8/24/2023,Q6 e-tron,2022,Electric,78284.68,111835.26,0
7118,2,2/1/2024,Q7,2023,Gas,52982.29,75688.98,0
7119,7,5/19/2024,Q8,2023,Hybrid,75676.75,108109.64,0
7120,5,11/16/2024,Q4 e-tron,2023,Electric,59877.54,85539.34,0
7121,8,9/23/2024,e-tron GT,2024,Electric,83099.06,118712.95,0
7122,5,12/1/2022,Q7,2024,Gas,64134.71,91621.02,0
